Time [d]	Ambient temperature in [C]	Gliding (2-day) average of outside temperature  in [C]	Sun elevation angle in [deg]	Sun azimuth angle in [deg]	Declination angle in [deg]	Global Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Diffuse Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Direct Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Room air temperature in [C]	Room radiant temperature in [C]	Operative temperature in [C]	Occupancy schedule based on presence of occupants in [---]. (1 room populated, 0 - empty)	Relative humidity in [%]	Ambient relative humidity in [%]	Absolute humidity in [kg(vapor)/m3(gas)]	Ambient absolute humidity in [kg(vapor)/m3(gas)]	Room air water content [kg(vapor)/kg(dry air)]	
106.125	6.91583	8.80506	-17.7317	47.0107	9.8291	0.33	0.33	0	19.4067	19.4062	19.4064	0	0	0	0	0	0	
106.167	5.50959	8.82406	-10.1497	60.0938	9.84437	0.17	0.17	0	19.3892	19.3887	19.3889	0	0	0	0	0	0	
106.208	4.37099	8.83781	-1.53662	72.1767	9.85963	3.00847	3.00745	0.00101916	19.3714	19.3709	19.3711	0	0	0	0	0	0	
106.25	3.948	8.85025	7.671	83.7635	9.87489	33.5	29.83	3.67	19.3529	19.3524	19.3527	0	0	0	0	0	0	
106.292	5.03893	8.8665	17.0838	95.4408	9.89014	168	53.33	114.67	19.3335	19.3329	19.3332	0	0	0	0	0	0	
106.333	7.09929	8.88704	26.3039	107.89	9.90539	361.041	66.3328	294.708	19.3226	19.3129	19.3178	0	0	0	0	0	0	
106.375	10.0444	8.91549	34.8484	121.926	9.92063	509.67	76.5	433.17	19.9872	19.518	19.7526	0	0	0	0	0	0	
106.417	13.0493	8.94901	42.0569	138.448	9.93587	631.33	89.5	541.83	19.9885	19.5683	19.7784	0	0	0	0	0	0	
106.458	14.3904	8.97791	47.0395	158.035	9.95111	707.666	104.833	602.833	19.9894	19.6012	19.7953	0	0	0	0	0	0	
106.5	15.1481	9.00338	48.857	180.001	9.96633	732.17	117.17	615	19.99	19.6255	19.8078	0	0	0	0	0	0	
106.542	16.1825	9.03007	47.0691	201.979	9.98156	711.84	126.17	585.67	19.9905	19.6444	19.8175	0	0	0	0	0	0	
106.583	16.9859	9.0586	42.1121	221.59	9.99677	636.299	124.68	511.619	19.9909	19.6596	19.8253	0	0	0	0	0	0	
106.625	17.6661	9.0906	34.9252	238.137	10.012	489.17	159.67	329.5	19.9913	19.6725	19.8319	0	0	0	0	0	0	
106.667	18.027	9.12459	26.4007	252.195	10.0272	333	132.17	200.83	19.9916	19.6839	19.8377	0	0	0	0	0	0	
106.708	18.2455	9.16145	17.2015	264.663	10.0424	247.957	78.3221	169.635	19.9919	19.6946	19.8432	0	0	0	0	0	0	
106.75	18.282	9.20227	7.81235	276.356	10.0576	95	49.83	45.17	19.9921	19.7049	19.8485	0	0	0	0	0	0	
106.792	17.5936	9.2441	-1.36717	287.955	10.0728	8.33	8.33	0	19.9796	19.7144	19.847	0	0	0	0	0	0	
106.833	16.1145	9.2834	-9.94659	300.045	10.088	1.00005	1.00005	0	19.6057	19.6044	19.6051	0	0	0	0	0	0	
106.875	13.8657	9.31455	-17.4892	313.126	10.1032	1.17	1.17	0	19.5645	19.5636	19.5641	0	0	0	0	0	0	
106.917	12.1202	9.33986	-23.486	327.544	10.1183	0.83	0.83	0	19.533	19.5323	19.5326	0	0	0	0	0	0	
106.958	10.9807	9.36303	-27.3897	343.327	10.1335	0.499908	0.499908	0	19.5061	19.5055	19.5058	0	0	0	0	0	0	
107	10.624	9.39015	-28.742	0	10.1487	0.17	0.17	0	19.4823	19.4817	19.482	0	0	0	0	0	0	
107.042	10.0575	9.42052	-27.3599	16.6692	10.1638	0.5	0.5	0	19.4605	19.4599	19.4602	0	0	0	0	0	0	
107.083	8.90276	9.44994	-23.429	32.4358	10.179	0.67	0.67	0	19.4402	19.4397	19.4399	0	0	0	0	0	0	
107.125	7.77789	9.47759	-17.4086	46.8324	10.1941	0.67	0.67	0	19.4208	19.4203	19.4206	0	0	0	0	0	0	
107.167	6.82023	9.50371	-9.84544	59.8893	10.2093	0.83	0.83	0	19.4018	19.4014	19.4016	0	0	0	0	0	0	
107.208	6.01802	9.52843	-1.24662	71.9553	10.2244	4.18046	4.17898	0.00148014	19.3828	19.3823	19.3825	0	0	0	0	0	0	
107.25	5.45995	9.55098	7.95309	83.5303	10.2395	41.83	36.5	5.33	19.3632	19.3627	19.3629	0	0	0	0	0	0	
107.292	5.3	9.56617	17.3654	95.1985	10.2547	113.5	96.67	16.83	19.3427	19.3422	19.3424	0	0	0	0	0	0	
107.333	5.33456	9.56789	26.5934	107.643	10.2698	224.965	187.645	37.3203	19.3211	19.3205	19.3208	0	0	0	0	0	0	
107.375	5.27598	9.55091	35.1545	121.685	10.2849	98.33	96	2.33	19.9873	19.5231	19.7552	0	0	0	0	0	0	
107.417	4.67447	9.50794	42.3867	138.239	10.3	140.33	136.83	3.5	19.9886	19.5724	19.7805	0	0	0	0	0	0	
107.458	4.2336	9.44642	47.393	157.906	10.3151	90.1789	88.3486	1.83032	19.9895	19.6047	19.7971	0	0	0	0	0	0	
107.5	4.57208	9.37866	49.2209	180.001	10.3302	158.17	155.17	3	19.9901	19.6286	19.8093	0	0	0	0	0	0	
107.542	5.17944	9.30832	47.4223	202.107	10.3453	75.33	73.83	1.5	19.9906	19.6469	19.8187	0	0	0	0	0	0	
107.583	5.33664	9.23407	42.4414	221.798	10.3604	49.17	49	0.169953	19.991	19.6611	19.826	0	0	0	0	0	0	
107.625	5.00194	9.15413	35.2306	238.378	10.3755	48.83	48.83	0	19.9913	19.672	19.8317	0	0	0	0	0	0	
107.667	4.7312	9.07053	26.6893	252.442	10.3906	77.67	77.17	0.5	19.9915	19.6803	19.8359	0	0	0	0	0	0	
107.708	4.86431	8.98851	17.482	264.905	10.4057	36.8254	36.8254	0	19.9916	19.6862	19.8389	0	0	0	0	0	0	
107.75	5.13803	8.91163	8.09321	276.588	10.4207	20.33	20.33	0	19.9917	19.6903	19.841	0	0	0	0	0	0	
107.792	5.4967	8.84428	-1.07855	288.176	10.4358	5.17	5.17	0	19.9842	19.6923	19.8382	0	0	0	0	0	0	
107.833	5.73336	8.78921	-9.64393	300.249	10.4509	1.83005	1.83005	0	19.5626	19.5608	19.5617	0	0	0	0	0	0	
107.875	5.73199	8.74635	-17.168	313.303	10.4659	2	2	0	19.5014	19.5	19.5007	0	0	0	0	0	0	
107.917	5.48179	8.71128	-23.1452	327.679	10.481	1.83	1.83	0	19.4473	19.446	19.4466	0	0	0	0	0	0	
107.958	5.20177	8.68166	-27.0333	343.402	10.496	2	2	0	19.3951	19.3938	19.3944	0	0	0	0	0	0	
108	5.22002	8.65832	-28.3796	0	10.5111	2	2	0	19.3432	19.3419	19.3425	0	0	0	0	0	0	
108.042	5.5667	8.64519	-27.0037	16.5948	10.5261	2	2	0	19.291	19.2897	19.2904	0	0	0	0	0	0	
108.083	6.02223	8.64473	-23.0887	32.3011	10.5411	2	2	0	19.2384	19.2371	19.2377	0	0	0	0	0	0	
108.125	6.35602	8.65499	-17.0881	46.6562	10.5561	2	2	0	19.1852	19.1838	19.1845	0	0	0	0	0	0	
108.167	6.39151	8.67232	-9.54359	59.6868	10.5712	2	2	0	19.1314	19.1301	19.1308	0	0	0	0	0	0	
108.208	6.31968	8.69461	-0.95901	71.7358	10.5862	2.50116	2.50116	0	19.0771	19.0757	19.0764	0	0	0	0	0	0	
108.25	6.32601	8.71987	8.2327	83.2986	10.6012	6.67	6.67	0	19.0221	19.0207	19.0214	0	0	0	0	0	0	
108.292	6.44092	8.74152	17.6444	94.9575	10.6162	27.5	27.5	0	18.9667	18.9652	18.966	0	0	0	0	0	0	
108.333	6.60943	8.75352	26.8801	107.397	10.6312	34.5203	34.5199	0.000416551	18.9149	18.9096	18.9123	0	0	0	0	0	0	
108.375	7.24811	8.75638	35.4576	121.444	10.6462	107.5	106	1.5	19.9792	19.2195	19.5993	0	0	0	0	0	0	
108.417	8.36555	8.75276	42.7134	138.031	10.6611	226.5	209.83	16.67	19.981	19.2883	19.6347	0	0	0	0	0	0	
108.458	9.44901	8.747	47.7434	157.778	10.6761	96.8254	94.156	2.6694	19.9822	19.3332	19.6577	0	0	0	0	0	0	
108.5	10.3761	8.74116	49.5818	180.001	10.6911	44.33	43.83	0.5	19.9831	19.3674	19.6753	0	0	0	0	0	0	
108.542	10.1969	8.72671	47.7724	202.236	10.7061	49.5	49.17	0.33	19.9839	19.3951	19.6895	0	0	0	0	0	0	
108.583	9.07516	8.69846	42.7675	222.007	10.721	124.025	118.691	5.33384	19.9845	19.4182	19.7014	0	0	0	0	0	0	
108.625	8.81406	8.66628	35.5329	238.618	10.736	213.84	194.67	19.17	19.985	19.4379	19.7115	0	0	0	0	0	0	
108.667	9.39369	8.63825	26.975	252.688	10.7509	73.66	70.33	3.33	19.9855	19.4551	19.7203	0	0	0	0	0	0	
108.708	9.73943	8.61326	17.7599	265.145	10.7659	92.6418	88.8129	3.82894	19.9859	19.4703	19.7281	0	0	0	0	0	0	
108.75	10.3181	8.59492	8.37156	276.819	10.7808	27.17	27.17	0	19.9862	19.4839	19.7351	0	0	0	0	0	0	
108.792	10.8076	8.5853	-0.792377	288.394	10.7957	5	5	0	19.9799	19.4959	19.7379	0	0	0	0	0	0	
108.833	10.6796	8.58247	-9.34374	300.45	10.8107	0.670092	0.670092	0	19.295	19.2925	19.2938	0	0	0	0	0	0	
108.875	10.2159	8.58554	-16.8495	313.477	10.8256	1	1	0	19.211	19.2091	19.2101	0	0	0	0	0	0	
108.917	9.93514	8.59459	-22.8072	327.812	10.8405	1.17	1.17	0	19.1419	19.1402	19.1411	0	0	0	0	0	0	
108.958	9.95488	8.61051	-26.6799	343.475	10.8554	1.16991	1.16991	0	19.0789	19.0774	19.0781	0	0	0	0	0	0	
109	9.79996	8.63	-28.0204	0	10.8703	0.83	0.83	0	19.0194	19.0179	19.0186	0	0	0	0	0	0	
109.042	9.55089	8.6527	-26.6505	16.5216	10.8852	1.17	1.17	0	18.9621	18.9607	18.9614	0	0	0	0	0	0	
109.083	9.96957	8.68523	-22.7512	32.1682	10.9001	0.67	0.67	0	18.9066	18.9052	18.9059	0	0	0	0	0	0	
109.125	10.576	8.7286	-16.7702	46.4821	10.915	0.67	0.67	0	18.8525	18.8511	18.8518	0	0	0	0	0	0	
109.167	10.6733	8.77815	-9.24424	59.4864	10.9299	0.17	0.17	0	18.7995	18.7981	18.7988	0	0	0	0	0	0	
109.208	10.4572	8.83046	-0.673881	71.5183	10.9448	4.01222	4.00912	0.00310192	18.7475	18.7461	18.7468	0	0	0	0	0	0	
109.25	10.366	8.88433	8.50976	83.0687	10.9597	48	36.83	11.17	18.6962	18.6949	18.6956	0	0	0	0	0	0	
109.292	10.7537	8.9376	17.9207	94.7178	10.9745	178	69.83	108.17	18.6457	18.6444	18.6451	0	0	0	0	0	0	
109.333	11.8021	8.99047	27.1638	107.151	10.9894	364.71	93.0044	271.706	18.6093	18.5955	18.6024	0	0	0	0	0	0	
109.375	13.2942	9.04314	35.7576	121.204	11.0042	509.67	108.67	401	19.9737	19.0122	19.4929	0	0	0	0	0	0	
109.417	14.7871	9.09375	43.0368	137.821	11.0191	628.83	125.5	503.33	19.9765	19.1164	19.5464	0	0	0	0	0	0	
109.458	15.8769	9.14271	48.0905	157.648	11.0339	692.007	145.009	546.998	19.9784	19.1882	19.5833	0	0	0	0	0	0	
109.5	16.7961	9.19154	49.9395	180.001	11.0488	716.5	175.83	540.67	19.9799	19.2454	19.6127	0	0	0	0	0	0	
109.542	17.8328	9.24361	48.1193	202.365	11.0636	694.34	202.67	491.67	19.9812	19.2937	19.6375	0	0	0	0	0	0	
109.583	18.6271	9.30061	43.0904	222.216	11.0784	641.139	197.156	443.983	19.9823	19.3361	19.6592	0	0	0	0	0	0	
109.625	19.2321	9.36168	35.8321	238.859	11.0933	529	145.17	383.83	19.9833	19.3741	19.6787	0	0	0	0	0	0	
109.667	19.4782	9.4233	27.2578	252.933	11.1081	391.83	120.5	271.33	19.9843	19.409	19.6966	0	0	0	0	0	0	
109.708	19.2884	9.48288	18.035	265.384	11.1229	242.119	97.3192	144.8	19.9851	19.4415	19.7133	0	0	0	0	0	0	
109.75	18.8579	9.53937	8.6473	277.048	11.1377	96.83	58.5	38.33	19.9859	19.4721	19.729	0	0	0	0	0	0	
109.792	17.9184	9.59094	-0.508736	288.61	11.1525	12	12	0	19.9805	19.5008	19.7407	0	0	0	0	0	0	
109.833	16.5776	9.63782	-9.0461	300.649	11.1673	1	1	0	19.3222	19.3202	19.3212	0	0	0	0	0	0	
109.875	15.2599	9.68231	-16.5336	313.65	11.1821	1	1	0	19.2633	19.2621	19.2627	0	0	0	0	0	0	
109.917	14.2787	9.72575	-22.4721	327.944	11.1968	1	1	0	19.2216	19.2206	19.2211	0	0	0	0	0	0	
109.958	13.6463	9.76924	-26.3296	343.547	11.2116	0.670044	0.670044	0	19.1876	19.1868	19.1872	0	0	0	0	0	0	
110	13.1119	9.81244	-27.6643	0	11.2264	0.83	0.83	0	19.1584	19.1577	19.1581	0	0	0	0	0	0	
110.042	12.6636	9.85654	-26.3005	16.4494	11.2412	0.67	0.67	0	19.1325	19.1319	19.1322	0	0	0	0	0	0	
110.083	12.222	9.90133	-22.4166	32.0372	11.2559	0.330094	0.330094	0	19.109	19.1084	19.1087	0	0	0	0	0	0	
110.125	11.3979	9.94288	-16.455	46.3102	11.2707	0.67	0.67	0	19.0871	19.0865	19.0868	0	0	0	0	0	0	
110.167	10.79	9.98348	-8.94748	59.2881	11.2854	0.5	0.5	0	19.0662	19.0657	19.0659	0	0	0	0	0	0	
110.208	10.2338	10.0235	-0.39132	71.3028	11.3002	5.34185	5.33981	0.00203555	19.0459	19.0454	19.0456	0	0	0	0	0	0	
110.25	9.96801	10.0633	8.78417	82.8405	11.3149	48	40.67	7.33	19.0257	19.0252	19.0255	0	0	0	0	0	0	
110.292	11.0183	10.1081	18.1942	94.4796	11.3296	174.5	82.83	91.67	19.0054	19.0049	19.0052	0	0	0	0	0	0	
110.333	12.5324	10.1565	27.4446	106.907	11.3443	346.713	114.005	232.708	19.0115	18.9861	18.9988	0	0	0	0	0	0	
110.375	14.1622	10.2058	36.0544	120.964	11.3591	499.67	131.5	368.17	19.9813	19.2972	19.6393	0	0	0	0	0	0	
110.417	15.8968	10.2556	43.357	137.612	11.3738	618.33	143	475.33	19.9835	19.3805	19.682	0	0	0	0	0	0	
110.458	17.454	10.3079	48.4343	157.518	11.3885	693.338	168.519	524.819	19.985	19.4385	19.7118	0	0	0	0	0	0	
110.5	18.6661	10.3625	50.2939	180.001	11.4032	722.33	236.33	486	19.9863	19.4842	19.7352	0	0	0	0	0	0	
110.542	19.3106	10.4165	48.4628	202.495	11.4179	702	283.5	418.5	19.9873	19.5222	19.7547	0	0	0	0	0	0	
110.583	19.8371	10.4722	43.41	222.426	11.4326	643.809	266.653	377.156	19.9881	19.5548	19.7715	0	0	0	0	0	0	
110.625	20.232	10.5294	36.1281	239.099	11.4472	531.33	205.5	325.83	19.9889	19.5835	19.7862	0	0	0	0	0	0	
110.667	20.3806	10.5862	27.5375	253.177	11.4619	397.33	131	266.33	19.9896	19.6096	19.7996	0	0	0	0	0	0	
110.708	20.3278	10.6425	18.3073	265.622	11.4766	245.46	99.9892	145.471	19.9902	19.6337	19.812	0	0	0	0	0	0	
110.75	19.9599	10.6969	8.92035	277.276	11.4913	102.33	61	41.33	19.9908	19.6563	19.8236	0	0	0	0	0	0	
110.792	19.1054	10.748	-0.227715	288.825	11.5059	13.67	13.67	0	19.9855	19.6776	19.8315	0	0	0	0	0	0	
110.833	17.5165	10.7934	-8.75113	300.846	11.5206	1.16995	1.16995	0	19.566	19.5649	19.5655	0	0	0	0	0	0	
110.875	15.8678	10.834	-16.2205	313.82	11.5352	1	1	0	19.5326	19.5319	19.5323	0	0	0	0	0	0	
110.917	14.7399	10.8726	-22.1401	328.073	11.5499	0.83	0.83	0	19.5108	19.5103	19.5105	0	0	0	0	0	0	
110.958	13.5264	10.9064	-25.9825	343.619	11.5645	0.830047	0.830047	0	19.4944	19.494	19.4942	0	0	0	0	0	0	
111	12.0018	10.9317	-27.3116	0	11.5791	1	1	0	19.4815	19.4812	19.4813	0	0	0	0	0	0	
111.042	10.5353	10.9493	-25.9538	16.3783	11.5937	1	1	0	19.4708	19.4705	19.4707	0	0	0	0	0	0	
111.083	9.25428	10.9604	-22.085	31.9081	11.6084	0.330094	0.330094	0	19.4616	19.4614	19.4615	0	0	0	0	0	0	
111.125	8.1979	10.9669	-16.1427	46.1404	11.623	0.67	0.67	0	19.4533	19.4531	19.4532	0	0	0	0	0	0	
111.167	7.35296	10.9708	-8.65341	59.092	11.6376	1	1	0	19.4453	19.4451	19.4452	0	0	0	0	0	0	
111.208	6.60378	10.9725	-0.111417	71.0893	11.6522	6.51171	6.50986	0.00185226	19.437	19.4368	19.4369	0	0	0	0	0	0	
111.25	6.10396	10.9721	9.05585	82.6141	11.6668	48.67	42	6.67	19.4281	19.4279	19.428	0	0	0	0	0	0	
111.292	6.81041	10.9729	18.4648	94.2428	11.6814	188.83	74.5	114.33	19.4181	19.4178	19.418	0	0	0	0	0	0	
111.333	9.04911	10.9826	27.7223	106.663	11.6959	359.711	97.0057	262.705	19.4095	19.4065	19.408	0	0	0	0	0	0	
111.375	12.5805	11.0089	36.3479	120.724	11.7105	505.83	117.5	388.33	19.989	19.5886	19.7888	0	0	0	0	0	0	
111.417	16.1185	11.0506	43.6737	137.402	11.7251	622.67	136.17	486.5	19.9903	19.6355	19.8129	0	0	0	0	0	0	
111.458	18.8066	11.1037	48.7747	157.388	11.7397	705.341	206.035	499.306	19.9911	19.6665	19.8288	0	0	0	0	0	0	
111.5	19.7	11.156	50.6449	180.001	11.7542	747.5	333	414.5	19.9917	19.6896	19.8407	0	0	0	0	0	0	
111.542	20.0504	11.2054	48.8029	202.626	11.7688	716.16	316.83	399.33	19.9922	19.7075	19.8499	0	0	0	0	0	0	
111.583	20.4682	11.2552	43.7261	222.636	11.7833	589.312	181.33	407.982	19.9926	19.722	19.8573	0	0	0	0	0	0	
111.625	20.8701	11.3062	36.4207	239.338	11.7978	524.67	182	342.67	19.9929	19.7343	19.8636	0	0	0	0	0	0	
111.667	21.0639	11.3574	27.8141	253.42	11.8124	406.33	150.33	256	19.9932	19.7455	19.8693	0	0	0	0	0	0	
111.708	20.8642	11.4069	18.5767	265.858	11.8269	242.462	99.8191	142.643	19.9935	19.7562	19.8748	0	0	0	0	0	0	
111.75	20.492	11.4548	9.19064	277.501	11.8414	106.84	60.67	46.17	19.9938	19.7669	19.8803	0	0	0	0	0	0	
111.792	19.7884	11.5014	0.0505981	289.037	11.8559	15	15	0	19.9908	19.7778	19.8843	0	0	0	0	0	0	
111.833	18.1629	11.5431	-8.4589	301.04	11.8704	0.670369	0.670369	0	19.6973	19.6964	19.6968	0	0	0	0	0	0	
111.875	15.9938	11.5767	-15.9103	313.988	11.885	2	2	0	19.6711	19.6705	19.6708	0	0	0	0	0	0	
111.917	14.582	11.6062	-21.8111	328.201	11.8994	1.67	1.67	0	19.6535	19.6531	19.6533	0	0	0	0	0	0	
111.958	13.6068	11.6339	-25.6388	343.689	11.9139	1.00005	1.00005	0	19.6405	19.6402	19.6403	0	0	0	0	0	0	
112	13.122	11.6635	-26.9623	0	11.9284	1.17	1.17	0	19.6304	19.6302	19.6303	0	0	0	0	0	0	
112.042	11.9565	11.6894	-25.6103	16.3083	11.9429	1	1	0	19.6224	19.6222	19.6223	0	0	0	0	0	0	
112.083	10.2984	11.707	-21.7566	31.7808	11.9574	0.830047	0.830047	0	19.6158	19.6157	19.6158	0	0	0	0	0	0	
112.125	8.78584	11.7171	-15.8333	45.9728	11.9718	1	1	0	19.61	19.6099	19.61	0	0	0	0	0	0	
112.167	7.8057	11.724	-8.36212	58.8982	11.9863	1.17	1.17	0	19.6044	19.6043	19.6044	0	0	0	0	0	0	
112.208	7.52424	11.733	0.165742	70.8779	12.0008	7.18083	7.17778	0.00305471	19.5985	19.5984	19.5985	0	0	0	0	0	0	
112.25	7.23194	11.7421	9.32473	82.3897	12.0152	46.17	35.17	11	19.5919	19.5917	19.5918	0	0	0	0	0	0	
112.292	7.21578	11.7462	18.7325	94.0077	12.0296	194.33	68.5	125.83	19.5842	19.584	19.5841	0	0	0	0	0	0	
112.333	7.94053	11.7447	27.9968	106.421	12.0441	373.04	99.0062	274.034	19.576	19.5749	19.5754	0	0	0	0	0	0	
112.375	9.15815	11.7372	36.638	120.485	12.0585	516.66	121.33	395.33	19.9921	19.7043	19.8482	0	0	0	0	0	0	
112.417	10.6459	11.7249	43.9868	137.192	12.0729	623.66	150.83	472.83	19.993	19.7366	19.8648	0	0	0	0	0	0	
112.458	12.4147	11.7141	49.1116	157.257	12.0873	708.013	132.18	575.833	19.9935	19.7573	19.8754	0	0	0	0	0	0	
112.5	14.0542	11.7089	50.9925	180.001	12.1018	753	167.83	585.17	19.9939	19.7721	19.883	0	0	0	0	0	0	
112.542	15.3477	11.7092	49.1395	202.757	12.1162	488.5	241.5	247	19.9942	19.7831	19.8886	0	0	0	0	0	0	
112.583	16.3929	11.7151	44.0387	222.845	12.1306	449.487	222.823	226.664	19.9944	19.7915	19.893	0	0	0	0	0	0	
112.625	17.0701	11.7243	36.71	239.577	12.1449	402.33	198.5	203.83	19.9946	19.7982	19.8964	0	0	0	0	0	0	
112.667	17.6864	11.7371	28.0876	253.662	12.1593	318	165.17	152.83	19.9948	19.804	19.8994	0	0	0	0	0	0	
112.708	17.8606	11.7517	18.8431	266.092	12.1737	136.996	108.992	28.0041	19.9949	19.8093	19.9021	0	0	0	0	0	0	
112.75	17.762	11.7673	9.45809	277.725	12.1881	122.16	79.33	42.83	19.9951	19.8143	19.9047	0	0	0	0	0	0	
112.792	17.1136	11.7823	0.326117	289.247	12.2025	15.33	15.33	0	19.9946	19.8192	19.9069	0	0	0	0	0	0	
112.833	15.7554	11.7955	-8.16951	301.232	12.2168	0.830233	0.830233	0	19.7482	19.7474	19.7478	0	0	0	0	0	0	
112.875	14.0278	11.806	-15.6032	314.154	12.2312	1.67	1.67	0	19.7202	19.7196	19.7199	0	0	0	0	0	0	
112.917	12.7036	11.814	-21.4854	328.327	12.2455	1	1	0	19.6984	19.6979	19.6981	0	0	0	0	0	0	
112.958	11.9214	11.8221	-25.2986	343.758	12.2599	1	1	0	19.6796	19.6792	19.6794	0	0	0	0	0	0	
113	10.7318	11.8259	-26.6165	0	12.2742	1	1	0	19.6628	19.6624	19.6626	0	0	0	0	0	0	
113.042	8.93802	11.8214	-25.2704	16.2395	12.2885	0.5	0.5	0	19.6473	19.6469	19.6471	0	0	0	0	0	0	
113.083	7.53067	11.8124	-21.4314	31.6553	12.3028	0.830047	0.830047	0	19.6327	19.6323	19.6325	0	0	0	0	0	0	
113.125	6.60991	11.8024	-15.5268	45.8074	12.3172	1	1	0	19.6185	19.6181	19.6183	0	0	0	0	0	0	
113.167	6.00087	11.7928	-8.0737	58.7066	12.3315	1	1	0	19.6042	19.6039	19.6041	0	0	0	0	0	0	
113.208	5.3277	11.7818	0.440072	70.6687	12.3458	9.18245	9.18032	0.00212996	19.5896	19.5892	19.5894	0	0	0	0	0	0	
113.25	5.02201	11.7706	9.59072	82.1671	12.3601	54	46.33	7.67	19.574	19.5736	19.5738	0	0	0	0	0	0	
113.292	6.12893	11.7648	18.9971	93.7743	12.3744	172.83	89.5	83.33	19.5573	19.5569	19.5571	0	0	0	0	0	0	
113.333	8.25265	11.7662	28.268	106.18	12.3886	336.039	122.838	213.201	19.5467	19.5391	19.5429	0	0	0	0	0	0	
113.375	11.4364	11.7792	36.9246	120.247	12.4029	479.33	153	326.33	19.9913	19.6727	19.832	0	0	0	0	0	0	
113.417	13.5268	11.7934	44.2964	136.982	12.4172	587.83	186.83	401	19.9921	19.7026	19.8473	0	0	0	0	0	0	
113.458	14.824	11.8048	49.4449	157.125	12.4315	688.284	202.84	485.444	19.9926	19.7208	19.8567	0	0	0	0	0	0	
113.5	16.2822	11.8193	51.3364	180.001	12.4457	521.5	237.83	283.67	19.9929	19.7331	19.863	0	0	0	0	0	0	
113.542	17.4543	11.8371	49.4725	202.888	12.46	482.5	236.5	246	19.9931	19.7417	19.8674	0	0	0	0	0	0	
113.583	18.0673	11.8557	44.3476	223.055	12.4742	485.355	217.661	267.694	19.9933	19.7481	19.8707	0	0	0	0	0	0	
113.625	18.6461	11.8762	36.9958	239.815	12.4885	538	184.33	353.67	19.9934	19.7532	19.8733	0	0	0	0	0	0	
113.667	19.2876	11.8998	28.3577	253.902	12.5027	311	157.17	153.83	19.9935	19.7578	19.8757	0	0	0	0	0	0	
113.708	19.7446	11.9271	19.1064	266.325	12.5169	156.156	93.1603	62.9957	19.9937	19.7624	19.878	0	0	0	0	0	0	
113.75	19.85	11.957	9.72261	277.946	12.5311	105.83	58.33	47.5	19.9938	19.7675	19.8806	0	0	0	0	0	0	
113.792	19.0402	11.9851	0.598757	289.455	12.5453	15	15	0	19.9874	19.7727	19.8801	0	0	0	0	0	0	
113.833	17.1058	12.0069	-7.88307	301.423	12.5596	1.32991	1.32991	0	19.6838	19.6827	19.6832	0	0	0	0	0	0	
113.875	14.6697	12.0207	-15.2991	314.318	12.5738	1	1	0	19.6489	19.6482	19.6485	0	0	0	0	0	0	
113.917	12.4225	12.0247	-21.163	328.45	12.5879	0.67	0.67	0	19.6224	19.6218	19.6221	0	0	0	0	0	0	
113.958	10.8112	12.0219	-24.9618	343.825	12.6021	1.00019	1.00019	0	19.6002	19.5997	19.5999	0	0	0	0	0	0	
114	9.82191	12.0174	-26.2744	0	12.6163	1.67	1.67	0	19.5809	19.5804	19.5807	0	0	0	0	0	0	
114.042	9.23905	12.0163	-24.9339	16.1717	12.6305	2	2	0	19.5638	19.5633	19.5635	0	0	0	0	0	0	
114.083	8.65258	12.0185	-21.1096	31.5318	12.6447	1.49991	1.49991	0	19.5482	19.5478	19.548	0	0	0	0	0	0	
114.125	8.03594	12.0223	-15.2235	45.6443	12.6588	1.17	1.17	0	19.5335	19.5331	19.5333	0	0	0	0	0	0	
114.167	7.43813	12.0267	-7.78825	58.5173	12.673	1	1	0	19.5192	19.5188	19.519	0	0	0	0	0	0	
114.208	6.79834	12.0301	0.711487	70.4616	12.6871	8.51291	8.5106	0.00231325	19.5047	19.5043	19.5045	0	0	0	0	0	0	
114.25	6.41398	12.0328	9.85374	81.9466	12.7013	55	46.67	8.33	19.4894	19.489	19.4892	0	0	0	0	0	0	
114.292	7.10162	12.0362	19.2586	93.5426	12.7154	190.67	121	69.67	19.473	19.4726	19.4728	0	0	0	0	0	0	
114.333	8.95505	12.0432	28.536	105.941	12.7295	325.046	138.002	187.044	19.459	19.455	19.457	0	0	0	0	0	0	
114.375	12.0724	12.0589	37.2078	120.009	12.7437	492.83	145.83	347	19.9898	19.6164	19.8031	0	0	0	0	0	0	
114.417	15.9288	12.0902	44.6023	136.773	12.7578	602.67	171.67	431	19.9908	19.6548	19.8228	0	0	0	0	0	0	
114.458	19.127	12.1353	49.7744	156.993	12.7719	681.015	201.681	479.334	19.9915	19.6793	19.8354	0	0	0	0	0	0	
114.5	20.7301	12.1839	51.6767	180.001	12.786	734.84	242.67	492.17	19.9919	19.697	19.8445	0	0	0	0	0	0	
114.542	21.2221	12.2295	49.8017	203.02	12.8001	585.66	226.83	358.83	19.9923	19.7105	19.8514	0	0	0	0	0	0	
114.583	21.6365	12.2742	44.6529	223.265	12.8142	357.028	208.506	148.522	19.9926	19.7212	19.8569	0	0	0	0	0	0	
